,Type,Name,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed,PetScore,Emotion,Breed,Colors
1215,2,,4,2,2,1,2,2,2,1,1,0,41326,826560f9b7d4011c5f5eec6cab575b23,0,"Adorable and Playful Kitten for adoption, she needs LOVEssssss. If you are interested, please feel free to contact me.",831505752,4,2,6,content,Domestic Short Hair,Gray
1216,1,,3,3,2,1,3,3,3,1,7,50,41401,4daecf8ff3259be3574afa545df8d9c8,0,"Dear Readers, These puppies were rescued from the streets in Semenyih & Puchong recently. They all deserve their forever loving home. Please contact Mr Sani at for adoption.",df89a82ab,5,4,4,content,Mixed Breed,"Black, Brown"
1217,1,HAPPY (Ã_Â©ÂŒÃ©ÂŒÃ¯Ã__ÂŒ_ÂŒÂ¬),68,1,3,1,1,1,2,1,1,0,41330,e2c15d81295b65c11c711d46bb823a9c,0,"Âç_Â¬Ã_Â_ÂçÃ_ÂƒÃ‚Ã_Â¬_Ã_ÂˆÃ_Ã__ÂˆÂç_Ã©_ÃÅÃ¯ __ÃÅÂç_Â‹Âç_Â¿Ã_Â¢Â€Ã_Â¬_Ã_Ã¬Ã‚_ÂŸÂçÂèÂ€_____Ã©Ã¯Âç_Â¬Ã_ÂŸ_ÂèÃ‹ÂˆÃ__Ã© _Â_Ã__Ã©Â«Ã_ÂŸÃ«_Ã¬_Ã_ÂèÂ¿_Ã©Â«_Â__Ã_Â_ÃÅÃ_ÂèÂ¿_Ã©Â«ÂçÃ¬Ã´Ã_Ã‹Â€Ã_Â¿_Ã__Âƒ_Ã©_Âç_Â‹__ÃÅ_ÂŸÃ©___ Ã__Ã__ÂŸ__Ã–Â¿_Ã®_Ã_Ã¬Ã‚Ã_Â¬__ÂˆÃ«Ã_ÂƒÃ©Âç_Â‹ _Â_Ã__Ã©Â«__Ã§_Ã¬Â_ÂçÃ©Ã±_Â__ Ã__Â‰__Ã¬__Ã__Â€_ÂèÂ¬Â©_Ã©_ÂçÃ©Ã±_Â__ _Â_Ã¯ÂèÂ€_Ã_Âˆ__ÃçÂ± _Ã___Ã___Ã‡Ã©___ _Ã¬Â_ÂçÂ‰_Âç_Ã–___ Ã_ÂŸÃ«_Ã¬___Ã__Â¿ÂèÃ__Â©_Â€_Ã_ÂèÂ¿_Ã©Â«Ã_ÂŸ__Ã©_Ã__Ã©ÂèÂµÃÅÂèÂµÃÅ Ã_Â¿_Ã_ÂêÃ«ÂçÂ±Ã©Ã_ÃçÃ«Ã__Â©_Â´Ã«Â¥_Â_ÂçÃ«Â‚ÂçÃ«Â‚Â¥_Â__Ã¬Â_ÂçÂ‰__ÂŸÂçÃ_ÂèÂ†Ã__Â‹ Ã__Â‰__Ã¬Ã_Â¬__ÂˆÃ«_Ã¬Â_Ã_Âƒ__Ã©_Âç_Â‹Ã_Â¬Ã_ÂçÂ_Â© _Â¢Ã_Ã_ÂƒÃ©Ã_Â_ÂçÂèÂ¿Â‡_Âƒ__ÂˆÂçÂèÃ_Â€ÂèÂ»Ã¯ Ã___Ã__Â†Ã_Â‡Â«__Ã¬Âç_Ã¥ _Ã_Â‰Ã_ÂêÂ__Ã®_Ã_Ã¬Ã‚_Â»Â¢Ã__ÂêÂçÃ¬Â†_Â„Ã‚ ÂçÂ»_Ã__Â©_Â¿Ã®Âè_Â€ÂçÂ_Â±ÂçÂùÃ§Âè_Â_ _Â»__ÂŸ__Â€____Ã_Ã¬Ã‚_Â»Â¢Ã__Âê_Â»Â€_ÂùÂ«_Â»Â€Ã__Ã©ÂçÃ¬Â†_Â„Ã‚ ___Ã_ÂêÃ¥Ã_Ã´__Ã¬Ã¥Âç_Â‹_Ã«Âˆ_Ã©_ _ÂŸÂçÃ__Ã¬_Ã¥Â¢Âç_Â©ÂçÂêÂ€ Ã__Ã¬_Ã¥Â¢Ã_ÃçÃ¥Ã_ÂŸÂ€ XD ___ÂçÃ¬Â†_Â„Ã‚ _____Ã±ÂèÃ_ÂÅ__Ã_,Ã_Â£ÂÅÂèÂ»_,ÂèÃ´Ã¯Âè_Â‰ _Ã¬Â_ÂçÂ‰_Ã_ÃÅÂè_Ã«Ã¯_Â£Ã´ Ã__Ã¬_Ã¥Â¢Ã_Â´Â€_ÃˆÃ‚Ã__Ã‡ Âç_Â¬Ã___ÂèÂ‰Â__Âù_ Ã_ÃÅ_Ã_Âƒ__Ã–Â¿_ÂŸ__Â¢_Âç_Â‹ÂèÂ‰Â_ Âè_ÂƒÂç__Ã_ÂèÂ¿ÂçÂ_Â± (*Ã_Â´_Ã___Ã_Â´_*) _Ã¬Â_Ã_ÂƒÃ‡Âè_Â£Âç_Â‹ÂèÂ¿ÂùÂèÂ¿Â‡ÂèÂÅÃ®Âç_Ã©_Â_Ã¯ Ã__Â‰__Ã¬__Ã_Ã__Â__Ã¬Â_Ã_ÂƒÃ‡Âè_Â£ Ã_ÂèÂ¿_Ã–Â¿ÂçÃ©Âè_Âµ_ÂèÂ€_Ã____Ã¬Â__Â»Âê __Ã´ÂèÂ¿Â‡ÂèÂÅÃ®Âç_Ã©_Â_Ã¯ _Ã¬ÃˆÃ_Â¬Ã«Ã__ÂƒÂçÃ©_ ____ÂŸ___Ã_ÂçÂƒ_ÂçÂ_Âˆ",e8dc8fa13,6,2,7.666666667,"content,playful",Mixed Breed,"Black, Brown"
1218,1,Flippo,4,2,1,1,2,1,2,1,1,0,41326,f45d8c72a87f27427cd28fc3cd2d7ce3,1,"Flippo is a short legged sweetheart. She is small but feisty. Born to a stray mom, short legged too. Her mom went missing about 2weeks ago. Flippo is one of a 20+ dogs I fed. I was hoping to find a home for this baby as it will be a pity to see her staying on the dangerous streets in Klang. If you fell in love w this sweet baby and are seriously interested to adopt her, do whatsapp me. Appreciate all enquiries through whatsapp/ message first as I will not entertain unknown number calling me. Thanks.",3d751fe45,2,4,4,playful,Mixed Breed,"Black, Brown"
1219,2,Tyger,2,2,2,2,2,1,2,1,1,15,41401,e6371cc3553cb00a4c190f57a6aa932d,0,"This is Tyger. We rescue her and her littermates together with her cat mama from under my grandma's block. Tyger is an active kitten,already eating solid foods and very playful. She's been dewormed & free from fleas. We strongly encourage for adopter to keep her indoor at all time & get her vaccinated & spayed when she's at suitable age. We're willing to deliver Tyger at any location in Klang Valley for free. Interested to adopt her, please whatsapp.",5884b684d,3,1,10,playful,Mixed Breed,"Brown, Yellow"
1220,1,Baby,2,2,2,1,2,1,2,1,1,0,41327,fd970cc91d06d82eebf046340137b272,0,"Adopter must spay her once she is 6 months old. Contact: Alexis/ One Petz Bayan Lepas, Penang. T & C apply",33826a08a,3,3,2,mean,Mixed Breed,Brown
1221,1,FOUND IN BU Up For Adoption,12,1,3,2,3,3,2,1,1,0,41326,c76cb0ef4d1376476d823d0e77546335,0,"/ - NO ONE CAME FORWARD AND THIS GOLDEN RETRIEVER WILL BE UP FOR ADOPTION.FOR ADOPTION CALL ALICE. POSTING ON BEHALF OF A FOUNDER: -GOLDEN RETRIEVER FOUND IN BANDAR UTAMA 12 -ON SATURDAY / -DOG IS QUITE SKINNY -GROOMED, NAILS AND FUR TRIMMED -WEARING A COLLAR -FRIENDLY -MALE -NO MICROCHIP THIS GOLDEN IS CURRENTLY BEING FOSTERED BY THE RESCUER IN BU. FOR MORE INFORMATION KINDLY CONTACT ALICE AT.",330943a7e,2,2,6,content,Golden Retriever,Golden
1222,2,Upin & Ipin,2,3,1,1,2,2,2,1,2,0,41326,fef2304ffc9933b352c0f484d3e531eb,0,Saya telah selamatkan stray cat ini 2 minggu lepas. Seekor jantan seekor betina dan kedua sangat sihat. Ibunya saya telah mandulkan dan dilepaskan ( Tnrm) Anak2 kucing semakin jinak dan sihat. Tolonglah beri kehidupan yang lebih baik utk kedua dua anak bulus ini,a65b11deb,6,2,8.75,"playful,scared",Mixed Breed,"Brown, Cream"
1223,1,Puppy,1,3,2,1,2,2,2,1,4,0,41326,1c391ec0604e972b0c561c53b665093d,0,"here hv 7 puppy,they r cute n adorable,i take 3 puppy myself already,someone pls help me to take care of another 4 puppy...",c467f8702,8,1,3.5,content,Mixed Breed,"Black, Brown"
1224,2,D Beauty,3,2,2,2,1,1,2,1,1,300,41326,d20e03b8c267bdc3fdf0197a471fc276,0,"Beautiful kitten picked up from the street, manja kitten yet super active. I personally love her soft coat and light brown in colour, think is siamese mixed. The adoption fee is a deposit to ensure the kitten is spayed when she is 6 months old, arrangement can be made either with my vet (Hands & Paws) in Sunway Mas (near Aman Suria) or your own vet. IÃ_Ã_Â»ll refund you (full amount)after the surgery if you choose to send her to your own vet; OR IÃ_Ã_Â»ll settle the bill for you and return the balance to you if you choose to send her to my vet NOTE: IÃ_Ã_Â»ll not compromised to have her unneutered, therefore, the adoption fee is a must and will return the balance to you once she is neutered (Basically it is a free adoption because the adoption fee is refundable) I have 20 rescued cats at the moment, so I hope someone will like her and free up my space for other cats. If you are interested, please e-mail me or text me.",4e1033fe2,5,1,7,playful,Domestic Medium Hair,"Brown, Cream"
1225,1,John,22,1,2,1,1,3,1,1,1,0,41330,a21d898a2ee7d559b41c9a4d333833d1,0,"- A scar at the back of the head (near left ear). - Blue and black colour collar with camouflaged pattern. - His name ""John"" written with gold pen on the collar. - Last seen: ISPCA, Ipoh, Perak (Simpang Pulai)  31 Jul , Sunday",109d21b69,6,2,5.25,playful,Mixed Breed,"Brown, Cream"
1226,1,Healthy,2,1,2,1,2,1,2,1,1,0,41326,7a22a977b447e38f94017409294d1932,0,"He was abandoned, together with his 3 siblings. he's looking for a good home. Newspaper-trained. he's very alert, active, and playful. He will grow big (medium size), so only suitable for adopter who lives in landed house. Please call/sms to make appointment for viewing. thanks.",8de1c1ca1,4,4,6.5,happy,Mixed Breed,Black
1227,1,M1,2,1,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,df9cc49a1,7,3,8,timid,Mixed Breed,Brown
1228,2,XiaoHu Bai(Tiger),6,1,2,2,1,1,2,1,1,0,41401,89ac444fb374f5ee29bebe0a0a997917,0,"anak kepada kucing yang saya bela. sejak kecil sudah bagi 3 kali injections dan dewormed, sihat dan berbulu medium. hanya perlu bayar vaccination fees RM45 sekali, total ialah RM. sesiapa yang berminat boleh sms ke. thank you.",6264e2ffa,4,4,8,playful,Domestic Medium Hair,"Yellow, White"
1229,1,!.,1,3,2,1,2,2,2,1,2,0,41401,e500a475c423a25187c41d51e3ca8178,0,2 mix breed (1 male and 1 female) 1 month old puppies to be adopted urgently as I have already have 2 adult dogs with me. Call me at. Thank you.,8310e47df,3,2,6,playful,Mixed Breed,"Brown, Cream"
1230,2,CocoSpot,12,2,1,1,1,1,1,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,Very friendly female cat up for adoption. currently staying at the fosterer's house .. Very manja Please call number below to enquire or adopt Nirmala .,a9ec75efb,5,4,4.5,content,Domestic Short Hair,"Brown, White"
1231,1,Monsoon Brothers,5,3,2,2,1,1,2,1,2,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,"These puppies were rescued,loved and rehabilitated and are ready for good loving homes. Please call Jackie at to take one (or more!) of these happy puppies home. Thank you. SAS Volunteer.",f8b975c1f,5,2,7,happy,Mixed Breed,"Brown, Cream"
1232,1,Bell Boy,12,2,1,1,3,3,3,1,1,0,41401,83c4739c4bd44abc111f3e51e512e476,0,"This dog was found at taman equine, seri kembangan. He made friend with a flower seller and i almost run over it while ie crossing the road. We are fostering him now until we founf the owner or new adopter since we cannot keep it bcoz we hav a small baby at home. Very obedient and friendly dog. The bell that the owner put is still there, that's why we called him bell boy.small size dog with short legs.",ad6992c20,5,2,8,scared,Mixed Breed,"Golden, Yellow"
1233,1,Lola,2,2,2,1,2,2,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,Lola was rescued from a drain in Taman OUG by a resident who heard her cry while he was out jogging. She is an adorable healthy pup. Vaccination and neutering are compulsory. No tying up or caging unless necessary for short periods. Please call if interested.,24e800fa6,5,2,8.5,playful,Mixed Breed,"Black, Brown"
1234,2,Lucy,1,2,2,1,2,1,2,1,1,0,41401,13b3c0d8590208d6e60e7118bc3b98d1,0,"Lucy is a young siamese mixed kitten. Dog rescuer Rena found her wandering alone on a busy highway recently and immediately brought her home and out of harm's way. Unfortunately Rena can't keep Lucy permanently because she has other pets and other foster animals. Can anyone give this sweet litle girl a safe and loving home? She has been dewormed and given a clean bill of health by Rena's regular vet. If you want to be that special person in Lucy's life, please call RENA at-. Serious enquiries only please. Please note that I am not Lucy's fosterer. So it would be best to call Rena directly for adoption enquiries. Thanks.",62bf39bdf,2,1,9,playful,Mixed Breed,"Brown, Cream"
1235,1,Gigi&Stich( URGENT ADOPTION ),2,2,2,1,2,2,2,1,2,0,41326,89e38f1dc3b54154d9f976e67012ecc6,0,"Both are female, 2.5 months, mixed breed. They are in need or Urgent Adoption. Better before CNY. Please help spread the news too. Thanks for viewing! Contact=(Christina) for more info.",e2c1b469e,5,1,8,happy,Mixed Breed,"Black, Brown"
1236,2,Mary,10,2,2,3,1,1,1,1,1,200,41401,8ffce5c58bc69ccac0ceee68ddce6ffd,0,"Really friendly with people,not so much with other cats.Paw expressive",7cd6556bc,1,4,7,content,Domestic Long Hair,Black
1237,1,Gaga,2,2,3,1,2,2,2,1,1,0,41325,3550120cf55a324cad448403189d511b,0,Gaga is a highly active and frisky puppy. She likes to jump and run around. she is cute and cuddly. Certainly she will enlighten your everyday life.,67839e63d,5,2,7,sad,Mixed Breed,"Black, Golden"
1238,1,Ngah Ngah,2,2,2,1,1,1,2,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,Absolutely cute and healthy! Please call to make appointment if you r interested or send us your e-mail,8f1105e2a,4,4,6,happy,Mixed Breed,Black
1239,1,Mr Potato,8,1,2,2,1,1,1,1,1,150,41401,9a50c5d66f407a71f04cb6e0ef08c929,0,"Mr Potato is extremely handsome, super friendly, nice, goofy, funny dog. He's a good guard dog (barks loud), but cannot defend the house (he will be friends with anyone!). He's a good friend too all other dogs out there. Even if you already have 6 dogs, he can make it seven for you without much fuss/ trouble. Other dogs usually accept him happily. He is very healthy, strong, very charming, a sweetheart to all. Please adopt him. For serious adopters only..",6220663ba,11,4,5.5,"happy,playful",Mixed Breed,"Black, Brown"
1240,1,,2,1,2,2,3,1,2,1,1,0,41401,b49760fdd126a184db047a5935a0808a,0,"(3/12) it was found in front of my home..... after few days rain.... i wish someone can give it a warm home. (4/12) it is very active and playful after taken vitamin and rest in the clinic for a night. i already bought it a cage and food. i just wish someone can give it a warm home with love. thanks. (5/12) i will fetch the puppy from clinic today. very complicated feeling, happy to see it again but sad also cause still no one can adopt it. is it means my last choice is to send it to SPCA? sorry puppy, pls forgive me T.T...... hopefully today can get someone to adopt you.... Anyone interested pls contact me at",b5486d844,1,3,5,timid,Mixed Breed,Black
1241,2,Lemonade,24,2,2,3,2,2,1,1,1,0,41401,5995eeec7fa19d17ccd868d5f280d170,0,she gave birth before,27eedd440,5,4,6,sad,Mixed Breed,"Golden, Cream"
1242,1,Lotus - Golden Retriever Mixed,5,2,2,2,1,1,2,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,She is playful & loves attention. She is extremely alert & obedient. She has nice soft cream color coat. A wonderful companion to have. All she needs is a loving home. no tying up / caging please. Adopters must be willing to vaccinate & spay her. everydoghasitsday09.blogspot.com,e1a2d9477,11,3,4,sad,Mixed Breed,"Cream, White"
1243,1,K-31 Fantastic Mr. Fox :),12,1,2,2,1,1,3,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,"Don't you think i look like it ? :) Mr. FMF is a happy-go-lucky guy who's just happy to see people! Come by and give him a pat and see what i mean. ""This dog is one of the dogs rescued from the Klang Pound in April just before D-day (when they are put to death). It has been rehabilitated and urgently needs a loving home as we have limited resources. It is unfortunate that due to the aggressiveness of the contracted dogcatchers, most of these beautiful dogs are not strays and previously had homes. Hence, most of them are sociable and loving. Serving the voiceless, SAS Volunteer. P/s: Please contact Jackie by calling or texting her at, she's a grandma at emails. """,67af2d880,3,4,4,timid,Mixed Breed,Golden
1244,2,Blackie,2,1,2,2,2,1,2,1,1,50,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,"4/5/ Adorable domestic long hair mix medium hair kitten looking for new home. He is Blackie, about 2 months old now. He has marvelous, thick, brown-black hair on his forehead, body & legs, makes him looks like a Persian. He has beautiful dark blue eyes too. All of his legs look like wearing half white socks. He has no flea and was de-wormed on 4th May. He is feeding on wet food (canned fish) now & could eat kibbles in about 2 weeks time. He is healthy, very active and playful. He likes playing hide & seek with other kittens. He is under toilet training now & would be ready to go soon. *RM administration fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery done. Anyone interested, please call .",4e76c15d3,7,3,9,timid,Mixed Breed,"Black, Brown"
1245,1,Horlicks,2,1,2,1,2,1,2,1,1,0,41336,8305528db2f1be4c7809554e7099fe2b,0,"Horlicks is a healthy, adorable, charming little buddy waiting for a warm, loving home!!! He is one of the puppies we rescued. He has maggot infection (myiasis) and two of his siblings have already died due to the same injury. We managed to nurse him back to health (detick, deworm too) and now, Horlicks is ready to be your loyal, best friend! If you are really keen and interested, we are willing to send Horlicks to other places around Johor, so long as he gets a good home.",662564431,3,1,7,happy,Mixed Breed,"Brown, White"
1246,2,,12,2,2,2,1,1,1,1,1,0,41401,3f59a571511fba71e25cbbe6ea08f7a0,0,Full grown one year old female They need to pick up the cat and bring own cage Fully vaccinated etc. We have all accurate paperwork. We are relocating and cannot take her with us.,b26bf64a6,1,4,4,scared,Tuxedo,"Black, White"
1247,1,Cooper,11,1,2,1,1,1,1,1,1,0,41401,13b3c0d8590208d6e60e7118bc3b98d1,0,"Cooper and his two sisters were rescued from a parking lot in Ara Damansara early this year. He was just a tiny cuddly 2 month old pup then and absolutely irresistible. Even at that young age he showed his potential. He was well-behaved, toilet-trained, intelligent, and affectionate. Everything a puppy should be. An elderly gentleman fell in love with Coops. We were worried that a puppy's exuberant energy might be too much for a senior citizen to handle but we were convinced otherwise by their devotion to each other. Unfortunately this happy ending was not meant to last forever. Coops elderly adopter can no longer cope with his strong teenage dog. We hope to find Cooper a new home with someone who will love him just as much! He is a very alert dog and knows basic commands in mandarin, cantonese, and english!! He knows how to sit, shake hands with his right paw and then his left paw. He's also housebroken and will only relieve himself during his morning and evening walks. Cooper needs a lot of exercise and space to run around in. He absolutely must NOT be tied up or caged. This would drive him crazy. He is very energetic. He also craves attention and human companionship. He'd love it if someone could play with him often. He is definitely man's best friend. Right now he weighs about 20 kilos and has been recently neutered. He is a healthy, inquisitive boy and doesn't display any aggressive behavior towards other dogs. He is eager to make friends. Cooper is an ideal companion and a great watchdog. He's very alert and will bark if a stranger approaches. Interested parties may call, sms, or email me for more information. Serious inquiries only please. A brief introduction of yourself and your experience with dogs is much appreciated.",419d296e7,15,3,5,happy,Mixed Breed,"Black, White"
1248,1,Sansa,2,2,2,1,2,2,3,1,4,0,41332,c992c6f97bb6cfb719fa9ccb3ef6e53b,0,These 4 nos of cute little girls are very friendly. They are the luckiest ladies that can live happily at a safe place. I mean the other puppies and dogs which live homeless ( TNR) at my taman are exposed to the risk of being poisoned at >90% :(,09ef02857,5,4,3.5,content,Mixed Breed,Gray
1249,2,Dollah,2,1,2,1,2,2,2,1,1,0,41326,bd7c5b134046f7ee62af1262d4f409f9,0,"Saya jumpa dollah and 2 other sibling in the box, other sibling cannot make it. Only dollah, tkns to my Jennifer which has been public nanny for him. He is good, healthy and likes to play with other kitten & toilet train (pasir). Do call me. It for free adoption. Thank you.",802290aa5,1,3,6,sad,Domestic Short Hair,"Brown, Cream"
1250,2,Kitten RR3,4,1,2,1,1,1,1,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,Rescued by Ms Rose. Male-4mths+. Already spayed. Done 1st vaccinated and dewormed. Open for Malaysia citizen only. Kindly whatsapp or SMS to me at if u are interested to adopt_Ã´Â»Âè,7a72ba3d7,1,4,3,content,Domestic Short Hair,"Yellow, White"
1251,1,Ah Boy,4,1,1,1,1,1,3,1,1,0,41401,1d7667f48be34a93a07b22eed98af3de,0,About The Pet pls help to adopt may contact me bcoz we stay at apartment cant keep too many dogs. This 2 pitty diggies i take from the dusbin area. Hope can rehome to a pet lover......,618bb4def,3,4,6,content,Mixed Breed,Yellow
1252,1,Oreo,2,2,2,1,2,1,2,1,1,0,41401,5ce934826972df61c3f5ed2e61bd7706,1,"Oreo was found wandering around all alone at my apartment car park area. This little pup may seem very timid at first impression but warms up quickly to you as soon as you show affection and give her lots of belly rubs. Oreo's fur is a little patchy now but don't judge a book by its cover. She's still adorable and the Oreo coloured fur will slowly grow out to its full glory. This little angel has a calm demeanor, displaying some cute traits (sits right behind you while waiting for you to finish brushing your teeth). Any kind soul who would like to give this little darling a forever home?",8e343f4df,6,4,6,sad,Mixed Breed,"Black, Brown"
1253,1,DIM SUM,1,3,2,1,1,1,2,1,8,10,41326,9cf09abb0f942be59c4b134c4d245583,0,"only left 1 white male 1 month old puppy (char siew pau) for adoption. deworming given, vaccination will be given next 2 week.",62817491e,4,3,8,content,Mixed Breed,"Black, Brown"
1254,2,D,4,2,2,2,2,1,2,1,1,0,41326,c036c5ffdcfa928f92db35f8487d32ac,0,"D aka Daebab is a 3month loving kitty. Now she's in active stage, hence she make herself occupy with toys provided. Apart from active, she is more to loving, tender, delicate, human-cat, sleep around human. She consumes both types of food, but recommended soft at this stage. Cat litter box trained. The issue is that she needs a home that afford to care and give her attention & loves. For further information about her, please do contact Lilly at. Adopter needed as soon as possible, Thank You :)",d52c77d14,2,4,3,sad,Domestic Medium Hair,Brown
1255,2,Girl,3,2,2,1,1,1,2,1,1,0,41401,c237317fa01cb68e943276b1e2d57f0c,0,"She is 3 months old. Super playful. No adoption fees. Vaccinations, deworming and neutering will be paid for!",f51f68a13,4,2,3,scared,Domestic Short Hair,"Black, White"
1256,2,No Land,18,2,2,2,3,3,3,1,6,0,41326,51bf7752b842298a352a5a4943adf694,0,all these cats are one family. kittens this mixture Persian cat breed. healthy and active.,adb97bde0,5,4,3,scared,Mixed Breed,"Golden, White"
1257,1,Stolichnaya Santa Maria Rosa(Stoli),36,2,2,1,1,1,1,1,1,200,41336,acbc1fbeb4908215b3559d0fbf14232a,0,"Stolichnaya, Stoli for short, was found by me almost 3 years ago in Pahang. As her foster mom I was able to find a new home for her. Unfortunately, 2 years later, the person who adopted her is leaving Malaysia and cannot take her with him. She is in Muar with him and looking for her new and FOREVER home. She is great with kids and other dogs. I was told that she is OK with cats so long as they aren't skittish. She is an excellent guard dog, and very territorial of her home space. The adoption fee will be used as a donation to a local rescue group.",4cc67e8b3,5,2,7,happy,Mixed Breed,Brown
1258,1,4 FlooffBall,2,3,2,2,2,2,2,1,4,0,41326,f45d8c72a87f27427cd28fc3cd2d7ce3,4,"4 adorable floofy puppies of brown, white and beige colors with sweet names:- 1. Milo - brown baby girl 2. Susu - whitish baby boy - booked 3. Cham - dark beigey baby girl - booked 4. Horlicks - beigey baby girl Momma dog's name: Kopitiam :D These adorables are born on 2nd Sept, so they will only be available for adoption on/after 2nd Nov (full two months old) Anyone interested to adopt/ enquiry/ book, can drop me a msg or whatsapp. Let's get started from there and hopefully one of these puppies will be your best friend!",096c37d99,10,4,8.333333333,"content,playful",Mixed Breed,"Brown, Cream"
1259,2,FiFi,2,1,1,3,3,3,3,1,1,0,41401,93dfc7e5d65f9772958c411eb3a8b53f,0,"***Urgent!!! Kittens looking for forever home! Currently I keep the kittens in Cage and put at my neighbor Car Porch as my parents are not allowed me to keeping the Cat. I couldnÃ_Ã_Â»t keep them for too long as lately my neighbor starting complained. Please help to share this urgently. Adoption fee: Free Spaying deposit: RM (fully refundable) A neutering deposit of RM needed for adoption. Once neutering was done and proof to me, the deposit will be fully refund. The neutering surgery must be done IN /BEFORE November or else it would not be refund. Interested parties, please contact me at. Cheras Shamelin Area. Name : Fifi (Male) Age : 2-3months",a6c985a00,5,0,7.5,playful,Domestic Long Hair,"Gray, White"
1260,2,Dewey,48,1,2,2,1,1,1,1,1,0,41326,6588efd43dfb821d7da7a4a6969bd5f6,0,"We rescued Dewey and Maya from USJ due to inhumane treatment - they were kept in a small cage by the owners and confined 24 hours. He's extremely loving and vocal, responds to you by his name. Very smart and listens to humans. We prefer him to be adopted without any pets in the adopter's house. Feeds on dry kibbles. Easy maintenance. P/S: No cage confinement please, except in incidences of illness or injuries.",6230b6c50,6,1,6.5,mean,Domestic Medium Hair,"Brown, White"
1261,1,,1,2,2,1,2,2,2,1,1,0,41332,2c0ef25384c335d487b33f9ab9407e45,0,Puppy for adoption,1a61a5963,5,2,9,happy,Mixed Breed,"Black, White"
1262,1,Yo-yo,2,1,2,1,1,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Yoyo and his two siblings and mom were rescued mid October in Jalan Ipoh. They were trying to cross a street around 1 a.m. His mother is a small size terrier. The pups are likely to grow to medium to large size in maturity. Yoyo is good-natured and loves human attention. He knows how to sit n learning to stay. Handsome boy with very unique white markings on his chest and front legs. he is lanky for his age and believed to be mixed with dalmatian or hound dog. Great as a companion cum watchdog. Vaccination and neutering are COMPULSORY, cost to be borne by adopter. Please call if you have time to nurture a puppy.",e58bebf13,7,3,7.333333333,happy,Mixed Breed,"Black, White"
1263,1,Snoopy,7,2,2,2,1,1,1,1,1,200,41326,a042471e0f43f2cf707104a1a138a7df,0,Snoopy is rescued from Cheras and a little darling that bring joy to the people around her. She enjoy running around and very athletic. ** adoption fee of RM is for the reimbursement for spaying and vaccination fee.,a1543decd,5,1,9,happy,Mixed Breed,White
1264,1,Doggie R3,2,1,2,1,2,2,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,Male-2mths. can eat wet food. healthy and playful.,0f27a7baa,3,1,7,timid,Mixed Breed,"Black, Brown"
1265,1,Patchy,24,2,2,1,1,1,1,1,1,0,41326,98605c5d1c920fac8d8c3dcce1c5f944,0,The dog been rescued from the road side . Very pretty and active dog . Need an adopter urgently as I have no more space at home to foster the dog .The dog been vaccinated and spayed as well. pLEASE CALL - Shamini if interested to adopt. Thanks :),836b6e6f3,2,4,6,playful,Mixed Breed,"Brown, White"
1266,1,D48(131216) White Toy Schnauzer,45,2,1,1,1,1,1,1,1,0,41326,d372aa7115ee3c2e5e4796462dec984b,0,"Trained & Microchipped White/Salt-pepper schnauzer Walks very well on leash but quite yappy when caged Adoption fee applies. To adopt, please visit PAWS,PJ. Fb page: Adoption Page - PAWS PJ -> For Adoption Folder",c7726d2a4,2,3,7,content,Schnauzer,White
1267,2,Tommy Boy (Blind Cat),12,1,2,2,2,2,2,1,1,0,41336,e62420e189515722a39cb65b3dae1d34,0,"Tommy Boy is a blind cat which is born without eye balls. I found him near my house.. I supposed he was abandoned by his previous owner because of his blindness. Its been almost 8 months I'm keeping him.. He's well trained to use toilet. The only problem is that I already have another cat with me which I raised since kitten before Tommy Boy. My cat totally can't get along with Tommy Boy and most of the time being bullied by My cat. I already tried many times to make them comfortable with each other but failed miserably... Due to some other problems with my Husband who is not an animal lover, I made up my mind to give Tommy Boy for adoption.. I hope that there's kind heart-ed people out there who willing to give a shelter to this poor cat. Thank You.",50af1151a,6,1,9,content,Mixed Breed,"Gray, White"
1268,2,Highway Kitty,3,2,1,1,1,1,1,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,"This kitty was rescued from the middle of a main road in kota damansara. Malnourished and weak, i picked her up and nursed her back. Now, she is very healthy, manja, playful, cute and a bundle of joy! Active kitty",7b2336880,3,2,8.5,timid,Domestic Short Hair,Brown
