,PetID,AdoptionSpeed,Type,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PhotoAmt,State,Breed,Colors
5414,8f6a4a76a,1,1,4,1,2,1,2,2,2,1,1,0,0,2.0,41401,Mixed Breed,Black
5415,1ee4a9e81,3,2,1,2,2,2,1,1,2,1,1,0,0,7.0,41401,Mixed Breed,"Black, Gray"
5416,b3543dda3,2,1,2,2,2,1,1,1,2,1,1,0,0,4.0,41326,Mixed Breed,"Black, Brown"
5417,bba2fb084,2,2,4,1,2,1,1,1,2,1,1,100,0,5.0,41401,Tuxedo,"Black, White"
5418,7c17de5f6,3,1,1,2,2,2,3,3,2,1,1,0,0,3.0,41326,Mixed Breed,"Black, Brown"
5419,351eefe3e,3,2,3,3,1,2,2,2,2,1,4,0,0,5.0,41326,Mixed Breed,"Black, Yellow"
5420,166040493,2,2,2,2,1,1,2,1,2,1,1,0,0,10.0,41401,Domestic Short Hair,"Yellow, Gray"
5421,92ee6241d,3,1,1,3,2,1,2,2,2,1,9,0,0,8.0,41326,Mixed Breed,"Brown, Cream"
5422,70aeba909,3,1,1,2,2,1,3,3,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
5423,822193428,3,1,2,2,2,1,2,2,2,1,1,0,0,6.0,41326,Mixed Breed,"Brown, Cream"
5424,b73079713,1,2,1,1,1,1,2,1,2,1,1,0,0,1.0,41401,Siamese,White
5425,e052a2a39,1,1,24,2,2,1,3,3,3,1,1,0,0,1.0,41401,Mixed Breed,Brown
5426,ff5e30380,4,2,4,2,2,3,2,1,1,1,1,100,0,5.0,41401,Calico,"Black, Golden"
5427,77d395a82,3,1,4,2,2,1,3,3,3,1,1,0,0,2.0,41326,Mixed Breed,Black
5428,9d8e58a2e,3,2,5,2,2,1,2,1,2,1,1,0,0,5.0,41401,Domestic Short Hair,White
5429,68a603bc3,2,1,3,1,2,2,1,1,2,1,1,0,0,3.0,41326,Mixed Breed,"Black, Brown"
5430,67532bb27,4,1,3,1,2,2,2,1,2,1,1,0,0,0.0,41327,Mixed Breed,"Brown, Cream"
5431,bdf00be34,3,1,3,2,2,1,1,1,1,1,1,0,0,10.0,41326,Mixed Breed,"Black, Golden"
5432,79799da25,4,1,10,1,3,1,1,1,1,1,1,0,0,2.0,41326,Mixed Breed,"Yellow, White"
5433,106e252d9,3,2,2,1,1,1,2,1,2,1,1,0,0,12.0,41401,Domestic Short Hair,Black
5434,7d7eef3d3,2,1,11,1,3,1,1,1,2,1,1,0,0,4.0,41330,Mixed Breed,Cream
5435,7a1609dd4,0,2,2,1,2,3,2,3,3,1,1,0,1,3.0,41401,Domestic Long Hair,Black
5436,649930cc8,4,1,60,2,2,1,1,1,3,1,1,0,0,1.0,41326,Dachshund,Brown
5437,0c0508818,4,2,12,1,2,1,3,1,2,1,1,0,0,1.0,41401,Tabby,"Golden, White"
5438,fcfae453e,4,1,6,2,2,1,1,1,1,1,1,0,0,2.0,41401,Mixed Breed,Brown
5439,05e3bc1ae,4,1,18,2,2,1,3,3,3,1,1,0,0,2.0,41326,Mixed Breed,"Brown, White"
5440,b64e30a78,4,1,2,1,2,2,1,1,2,1,1,80,0,1.0,41327,Mixed Breed,Brown
5441,01f4746ef,1,1,48,2,1,2,1,1,1,1,1,0,0,2.0,41326,Silky Terrier,"Black, Golden"
5442,3b0ae25f0,4,2,4,1,2,1,2,1,2,1,1,0,0,3.0,41326,Domestic Short Hair,"Black, Brown"
5443,254dd6ba7,2,1,1,2,2,2,2,1,2,1,1,0,0,16.0,41401,Mixed Breed,Brown
5444,5c039d8c1,1,2,3,3,2,2,3,3,3,1,2,0,0,7.0,41326,Mixed Breed,"Black, White"
5445,f9a962ccc,4,1,5,2,2,1,1,1,1,1,1,0,0,4.0,41326,Mixed Breed,"Brown, White"
5446,acb9e48ff,2,2,3,1,2,1,2,1,2,1,1,0,0,6.0,41326,Domestic Short Hair,Black
5447,09cc3f346,1,2,20,1,2,2,1,1,1,1,1,0,0,4.0,41326,Domestic Medium Hair,"Gray, White"
5448,fd6dd3835,1,1,1,2,2,2,2,2,2,1,1,200,0,5.0,41335,Border Collie,"Black, Cream"
5449,f522ad8d4,4,1,3,2,2,1,1,1,2,1,1,0,0,15.0,41401,Mixed Breed,"Brown, White"
5450,f95eb4d75,4,2,3,2,1,2,2,2,2,1,1,0,0,5.0,41401,Tabby,"Black, Gray"
5451,804e56f9b,1,1,36,2,1,2,1,1,1,1,1,100,0,4.0,41326,Mixed Breed,White
5452,4fb9fc3d1,2,2,4,1,2,2,2,2,2,1,1,99,0,5.0,41326,Mixed Breed,"Black, Brown"
5453,72b0d2b06,4,1,2,2,2,1,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
5454,b48460ef7,3,1,4,2,2,1,1,1,2,1,1,35,0,5.0,41401,Mixed Breed,"Black, Brown"
5455,bfed6fcaa,3,1,24,1,1,2,3,3,3,1,1,0,0,3.0,41401,Mixed Breed,"Black, White"
5456,04e966b1c,1,1,20,2,2,2,3,3,3,1,1,450,0,2.0,41326,Poodle,Cream
5457,cb307f308,1,2,1,1,2,2,2,2,2,1,1,50,0,5.0,41326,Mixed Breed,"Gray, White"
5458,da7680082,2,1,1,2,2,2,2,2,2,1,1,0,0,4.0,41401,Mixed Breed,"Black, Brown"
5459,24488c53a,3,1,30,2,1,2,1,1,2,1,1,0,0,4.0,41401,Schnauzer,"Gray, White"
5460,a9f2b6e32,3,2,5,2,2,2,1,1,2,1,1,0,0,1.0,41326,Domestic Medium Hair,"Black, Yellow"
5461,fe3fe601e,2,2,13,2,2,3,1,1,2,1,1,0,0,4.0,41326,Mixed Breed,"Black, Golden"
5462,4d1ea2aea,2,2,2,1,3,3,2,2,2,1,1,500,0,2.0,41327,Persian,Gray
5463,9a96189d5,3,2,2,1,2,2,2,2,2,1,1,0,0,3.0,41326,Domestic Short Hair,"Yellow, White"
5464,ef06f5641,2,2,2,1,1,1,2,2,2,1,1,0,0,1.0,41326,Domestic Short Hair,"Yellow, White"
5465,6a34d34ab,2,1,48,1,1,2,1,1,1,2,1,100,0,2.0,41401,Schnauzer,"Cream, White"
5466,4aa44d3c9,1,2,1,1,3,2,2,2,2,1,1,0,0,3.0,41326,Domestic Medium Hair,"Golden, Yellow"
5467,b5b84493d,3,1,48,2,1,2,1,1,1,1,1,0,0,3.0,41401,Poodle,"Brown, Cream"
5468,9296eb09d,2,1,1,1,1,1,2,2,3,1,1,0,0,2.0,41326,Mixed Breed,"Black, Brown"
5469,400c2ccab,2,2,4,2,1,1,1,1,2,1,1,0,0,4.0,41401,Domestic Short Hair,"Brown, Yellow"
5470,5e6de643b,2,1,2,1,2,1,2,1,2,1,1,0,0,2.0,41327,Mixed Breed,Brown
5471,1acab1703,2,1,36,1,2,1,1,1,3,1,1,0,0,4.0,41401,Rottweiler,"Black, Brown"
5472,d88f3ee34,4,2,4,1,2,2,3,3,3,1,2,0,0,3.0,41326,Domestic Medium Hair,"Black, Brown"
5473,f2c84786f,1,2,1,1,1,3,2,1,2,2,4,88,0,4.0,41336,Mixed Breed,"Cream, White"
5474,e0efe2c72,3,1,1,2,2,2,3,3,2,1,1,0,0,4.0,41326,Mixed Breed,"Black, Brown"
5475,cca005e96,3,2,3,3,1,2,2,2,2,1,5,0,0,1.0,41401,Mixed Breed,"Cream, Gray"
5476,8722dfeed,2,2,1,3,1,1,2,2,2,1,3,0,0,1.0,41326,Domestic Short Hair,"Black, Yellow"
5477,f01b64ff7,4,2,8,1,2,1,2,2,2,1,1,100,0,1.0,41326,Siamese,White
5478,e13488562,4,1,3,1,2,2,2,2,3,1,1,0,0,3.0,41326,Mixed Breed,"Brown, Cream"
5479,fb278c21e,4,1,24,1,2,1,3,3,3,1,1,0,0,2.0,41401,Mixed Breed,"Brown, White"
5480,b7809d0dd,3,1,60,1,1,1,3,3,2,1,1,0,0,0.0,41326,Schnauzer,"Gray, White"
5481,962c84aa9,2,1,10,2,2,2,1,1,1,1,1,0,0,6.0,41326,Mixed Breed,"Black, White"
5482,289cc7f88,3,2,4,2,2,2,2,1,2,1,2,0,0,12.0,41326,Domestic Short Hair,"Black, Golden"
5483,18a87116d,3,1,2,2,2,1,2,2,2,1,1,20,0,1.0,41327,Mixed Breed,"Black, White"
5484,85f3279a4,3,2,8,1,3,2,3,1,2,1,1,0,0,4.0,41367,Mixed Breed,"Cream, Gray"
5485,f38727a35,4,1,108,2,2,1,1,1,2,1,1,0,0,5.0,41326,Weimaraner,Black
5486,26fb642bb,1,1,3,1,2,1,1,1,2,1,1,0,0,3.0,41401,Mixed Breed,Brown
5487,8a01ffaa7,4,1,4,1,2,1,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, White"
5488,f99231609,2,2,6,3,2,2,2,2,2,1,3,0,0,5.0,41401,Mixed Breed,"Black, Gray"
5489,9493ee8ee,4,1,96,1,2,2,2,1,2,1,1,0,0,2.0,41327,Mixed Breed,Golden
5490,42b8f0aa7,1,2,2,2,3,1,2,1,3,1,1,0,0,4.0,41326,Domestic Short Hair,"Yellow, White"
5491,43a43e926,3,2,2,2,1,2,2,1,2,1,1,0,0,5.0,41401,Domestic Medium Hair,"Black, Yellow"
5492,2099c09a0,2,1,4,2,3,2,1,1,1,1,1,0,0,4.0,41326,Mixed Breed,"Black, Brown"
5493,823fe0bbd,4,2,7,2,2,1,2,2,2,1,1,0,0,1.0,41335,American Shorthair,"Black, White"
5494,7d3dd49c5,4,1,2,1,1,1,1,1,2,1,1,0,0,3.0,41326,Mixed Breed,"Black, Brown"
5495,85ff0f493,2,1,3,1,2,1,2,2,2,1,1,0,0,2.0,41401,Mixed Breed,"Black, White"
5496,7a7153881,3,1,2,1,1,1,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
5497,e0ec9b89c,2,2,2,3,1,1,2,2,2,1,2,0,0,1.0,41332,Mixed Breed,White
5498,e65375c05,1,1,5,1,2,2,1,1,2,1,1,0,0,5.0,41330,Mixed Breed,"Black, Brown"
5499,36332af6d,1,2,4,1,1,2,3,3,3,1,1,0,0,2.0,41326,Domestic Medium Hair,"Black, Brown"
5500,cfd4c95d9,2,1,72,2,3,1,1,1,1,1,1,0,0,2.0,41326,Doberman Pinscher,"Black, Brown"
5501,bca4defa4,1,2,2,2,2,2,2,2,2,1,1,0,0,8.0,41326,Domestic Medium Hair,"Black, Brown"
5502,1e51ad3d5,4,2,4,3,2,2,2,3,1,1,2,0,0,1.0,41326,Mixed Breed,"Black, White"
5503,c8c3eb092,1,1,2,2,2,3,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,"Brown, Cream"
5504,1d6149d17,4,1,4,2,2,2,1,1,2,1,1,150,0,1.0,41326,Mixed Breed,"Black, Brown"
5505,07ae95ddc,3,1,12,2,2,1,1,1,1,1,1,0,0,4.0,41326,Mixed Breed,"Black, Yellow"
5506,6d5fc90f3,4,2,4,1,2,1,2,2,2,1,2,100,0,3.0,41326,Domestic Short Hair,"Yellow, White"
5507,7630f3d6c,4,2,6,3,2,1,1,1,1,1,4,0,0,15.0,41326,Mixed Breed,"Black, Brown"
5508,59e6d1d66,1,2,1,2,2,1,2,1,2,1,1,0,0,5.0,41326,Mixed Breed,"Cream, Gray"
5509,382d948b1,3,1,17,2,2,1,1,1,1,1,1,0,0,2.0,41326,Mixed Breed,Golden
5510,7538304d6,4,2,3,2,1,1,2,1,1,1,5,30,0,0.0,41326,Tabby,"Black, Brown"
5511,3ff23c65c,4,2,2,3,3,2,2,1,2,1,3,0,0,4.0,41401,Mixed Breed,"Black, Gray"
5512,326b17344,3,1,6,2,2,2,1,1,3,3,1,0,0,5.0,41326,Mixed Breed,Brown
5513,067f49481,4,1,60,1,2,2,3,3,2,1,1,0,0,5.0,41326,Mixed Breed,"Cream, Gray"
5514,6c803e00e,0,1,4,2,2,1,1,1,1,1,1,0,0,3.0,41326,Mixed Breed,"Cream, White"
5515,1eb9e42bd,4,1,50,1,2,2,1,1,1,1,1,80,0,3.0,41326,Mixed Breed,Black
5516,af843bbce,4,1,2,2,2,1,1,1,1,1,1,0,0,13.0,41326,Mixed Breed,"Black, Brown"
5517,036af6df3,3,2,4,1,2,1,1,1,2,1,1,0,0,13.0,41401,Mixed Breed,"Brown, Gray"
5518,3ebb0dd45,2,2,2,1,1,1,2,2,2,1,1,0,0,1.0,41401,Domestic Short Hair,"Black, White"
5519,cff9a1fec,3,1,3,3,2,2,1,1,2,1,2,0,0,4.0,41401,Mixed Breed,Cream
5520,1cdb5d61f,1,2,1,1,2,1,2,2,2,1,1,0,0,26.0,41326,Domestic Short Hair,"Brown, Golden"
5521,259dc7e9a,2,1,3,2,2,1,2,1,2,1,1,50,0,4.0,41327,Mixed Breed,"Black, White"
5522,eda8eecc6,3,1,12,1,2,1,3,3,1,1,2,0,0,20.0,41326,Mixed Breed,"Brown, Cream"
5523,f84b22dae,3,1,48,2,3,1,1,1,1,1,1,0,0,2.0,41326,Mixed Breed,Cream
5524,bbfc5274f,1,1,1,3,2,2,3,3,3,1,5,0,0,11.0,41326,Mixed Breed,"Black, Brown"
5525,a0c64fbad,4,2,2,3,2,2,2,2,2,1,4,0,0,5.0,41327,Domestic Medium Hair,"Brown, Golden"
5526,cb474120b,4,1,12,2,1,1,1,1,1,1,1,0,0,4.0,41326,Mixed Breed,"Black, White"
5527,98fc3ff8e,1,2,8,2,2,1,2,1,2,1,10,0,0,3.0,41401,Mixed Breed,"Black, Golden"
5528,b52c73ef1,3,2,4,2,1,1,1,1,2,1,1,0,0,4.0,41326,Domestic Short Hair,"Brown, Cream"
5529,2af9db4dc,4,2,3,2,1,2,2,1,1,1,3,0,0,9.0,41336,Mixed Breed,"Black, Gray"
5530,d2d48985e,2,1,3,2,2,2,2,2,2,1,1,150,0,3.0,41327,Mixed Breed,"Black, Brown"
5531,22987c7fb,2,1,3,2,2,2,2,2,2,1,1,0,0,6.0,41326,Mixed Breed,Cream
5532,18810b958,3,1,4,2,2,2,1,1,3,1,2,0,0,5.0,41326,Mixed Breed,"Black, Gray"
5533,25d4bd6e1,2,2,5,1,2,1,1,1,2,1,1,0,0,0.0,41326,Domestic Short Hair,Gray
5534,944862101,3,2,2,3,2,1,2,1,2,1,2,0,0,15.0,41401,Domestic Short Hair,"Black, Gray"
5535,3daede547,4,1,108,2,1,2,1,1,1,1,1,200,0,2.0,41326,Shih Tzu,"Gray, White"
5536,b210e38f0,1,1,2,1,3,1,2,2,2,1,1,0,0,3.0,41326,Mixed Breed,Black
5537,547f46854,2,2,3,1,2,2,2,1,2,1,2,0,0,4.0,41401,Domestic Medium Hair,"Black, Brown"
5538,72b6bef39,1,2,1,1,2,2,2,2,2,1,1,0,0,1.0,41336,Domestic Medium Hair,Black
5539,fd123a15d,4,1,49,2,2,2,1,1,1,1,1,9,0,2.0,41326,Mixed Breed,"Brown, Golden"
5540,f3c42e04b,4,1,36,1,2,2,3,3,3,1,1,0,0,3.0,41401,Mixed Breed,"Black, Yellow"
5541,80785f31f,2,2,3,1,2,1,1,1,3,1,1,0,0,6.0,41326,Domestic Short Hair,"Black, White"
5542,27cd530db,4,2,12,2,2,1,2,2,2,1,1,0,3,11.0,41326,Domestic Short Hair,"Brown, Cream"
5543,e9b1363e5,4,2,84,1,3,1,1,1,1,1,1,0,0,5.0,41401,Domestic Short Hair,"Black, Gray"
5544,8361219e7,2,2,36,3,2,2,1,1,2,1,5,0,0,2.0,41326,Domestic Medium Hair,"Black, Golden"
5545,4f7fc967a,4,1,12,2,3,1,3,3,3,1,1,0,0,3.0,41401,Mixed Breed,White
5546,0a98163c8,4,2,12,1,2,2,1,1,1,1,1,50,0,5.0,41326,Mixed Breed,"Brown, Gray"
5547,69a1bfaa9,1,1,36,2,1,3,1,3,2,1,1,0,0,1.0,41401,Mixed Breed,Brown
5548,178629125,2,2,37,3,2,1,1,1,1,1,2,150,0,5.0,41326,Tabby,Golden
5549,323e4cb89,1,2,6,1,2,1,1,1,2,1,1,0,0,4.0,41326,Domestic Short Hair,Cream
5550,5cc846427,3,1,3,2,1,1,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,"Black, Brown"
5551,6a7027972,1,1,1,1,2,1,2,2,2,1,1,0,0,2.0,41326,Mixed Breed,Brown
5552,a381e49c9,3,1,24,2,2,2,1,1,1,1,1,0,0,2.0,41401,Mixed Breed,"Cream, White"
5553,1b8949b5e,4,2,12,2,2,1,2,1,2,1,1,0,0,2.0,41326,Domestic Short Hair,"Yellow, White"
5554,3779a7d91,4,2,3,1,1,1,2,1,2,1,1,0,0,5.0,41401,Domestic Short Hair,"Gray, White"
5555,c397b09d8,4,2,8,2,2,1,1,1,1,1,1,10,0,2.0,41327,Domestic Short Hair,Black
5556,b7135cf44,2,2,1,1,1,1,2,2,2,1,1,30,0,8.0,41336,Domestic Short Hair,"Black, Gray"
5557,6c8487ccb,3,1,2,2,2,1,2,1,2,1,2,0,0,3.0,41327,Mixed Breed,"Black, Yellow"
5558,ef9196721,2,1,60,2,2,2,1,1,1,1,1,0,0,11.0,41326,Mixed Breed,Black
5559,d0d2a12a2,2,1,3,2,2,2,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,"Brown, White"
5560,f1f4773bf,2,2,9,2,1,3,1,1,2,2,1,0,2,5.0,41326,Mixed Breed,"Brown, Yellow"
5561,44930f85a,3,1,1,2,1,2,2,2,2,1,1,0,0,4.0,41326,Mixed Breed,"Black, Brown"
5562,2b3d754de,1,2,1,1,1,2,2,1,2,1,1,0,2,8.0,41327,Domestic Short Hair,"Black, White"
5563,d30068375,3,1,10,1,1,1,3,1,1,1,1,0,0,5.0,41401,Miniature Pinscher,"Black, Brown"
5564,ff873a820,4,2,1,2,1,1,2,2,2,1,1,0,0,4.0,41326,Domestic Short Hair,"Brown, White"
5565,22ae95c51,2,2,1,1,1,1,2,1,2,1,1,0,0,1.0,41327,Domestic Short Hair,"Black, Brown"
5566,c7b3c09d4,2,1,1,1,1,1,2,2,3,1,1,0,0,5.0,41401,Mixed Breed,"Black, Brown"
5567,f7754af59,4,2,13,2,2,1,1,2,2,1,1,0,0,0.0,41326,Siamese,Gray
5568,de6c0126b,1,1,1,2,2,1,2,1,2,1,2,0,0,8.0,41326,Mixed Breed,"Black, White"
5569,2b6e5343e,2,1,120,2,1,1,1,1,2,1,1,0,0,4.0,41326,Chihuahua,"Black, Yellow"
5570,ba7b8cac2,2,2,2,2,1,2,2,2,2,1,1,160,0,3.0,41326,Mixed Breed,Cream
5571,a93c04347,0,2,1,1,4,2,2,1,2,1,1,0,2,3.0,41401,Mixed Breed,"Black, White"
5572,7ad21fd0b,4,2,4,1,1,2,2,1,2,1,1,0,0,1.0,41326,Mixed Breed,White
5573,a90a72141,3,2,1,3,2,2,2,2,3,1,2,0,0,3.0,41330,Mixed Breed,"Black, Brown"
5574,eb8adeef1,1,1,20,2,2,2,2,2,2,1,1,0,0,1.0,41345,Mixed Breed,"Black, Brown"
5575,bb170fd98,3,1,42,1,2,2,1,1,2,1,1,0,0,2.0,41401,Mixed Breed,"Black, White"
5576,4d1a986bb,3,1,1,2,2,1,2,2,2,1,1,0,0,2.0,41330,Mixed Breed,Brown
5577,38fd4509d,3,1,0,2,2,1,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
5578,2f3677597,4,1,9,2,2,1,1,1,1,1,2,0,0,3.0,41330,Mixed Breed,"Golden, Yellow"
5579,83d94a6e6,2,2,20,2,2,1,2,2,1,1,1,0,0,3.0,41336,Mixed Breed,White
5580,24c1b4eac,3,2,24,2,3,2,1,1,1,1,1,0,0,2.0,41327,Persian,"Black, Gray"
5581,3b939b40c,4,1,42,3,2,1,1,1,2,1,2,0,0,0.0,41326,Mixed Breed,Brown
5582,b504fc3b5,1,2,2,3,2,1,2,2,2,1,3,1,0,1.0,41326,Domestic Short Hair,"Black, Brown"
5583,9ea3739e8,2,2,2,2,1,1,2,2,2,1,1,0,0,7.0,41401,Mixed Breed,"Black, Golden"
5584,0a140a67e,3,1,3,2,2,2,1,1,2,1,1,0,0,3.0,41326,Mixed Breed,"Black, Brown"
5585,d815333bb,4,2,1,3,1,2,2,2,2,1,5,0,0,20.0,41401,Mixed Breed,"Black, Brown"
5586,4752b5e0c,4,2,4,1,1,1,2,1,2,1,1,0,0,7.0,41401,Domestic Short Hair,"Golden, Yellow"
5587,dc8359e75,4,1,8,1,2,2,1,1,1,1,1,0,0,1.0,41330,Mixed Breed,"Black, Brown"
5588,9893500e1,3,2,3,2,2,2,1,1,2,1,1,0,0,1.0,41326,Domestic Short Hair,Cream
5589,844dfd2b4,2,1,12,2,2,1,2,1,2,1,1,0,0,4.0,41327,Mixed Breed,"Black, Brown"
5590,4f279d30c,2,1,3,1,2,1,2,2,2,1,2,0,0,5.0,41401,Mixed Breed,"Black, Brown"
5591,a47dfb645,2,2,4,2,1,1,2,2,2,1,1,0,0,4.0,41401,Domestic Medium Hair,Yellow
5592,e7067c4dc,1,2,24,2,2,3,1,1,2,1,1,0,0,1.0,41326,Domestic Long Hair,"Black, White"
5593,2fd882044,4,2,108,1,2,1,3,3,1,1,1,0,0,10.0,41401,Domestic Short Hair,"Black, Brown"
5594,73717bc4f,2,2,7,2,2,2,2,2,2,1,1,0,0,1.0,41327,Domestic Medium Hair,Gray
5595,9467b9867,4,1,12,2,3,1,1,1,1,1,1,100,0,6.0,41326,Mixed Breed,"Black, White"
5596,ae219ff80,1,1,2,1,2,2,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,Golden
5597,75e343c91,4,1,60,3,2,2,1,1,1,1,2,100,0,1.0,41324,Mixed Breed,"Golden, White"
5598,bc5dade47,4,1,2,1,2,1,1,1,3,1,2,0,0,2.0,41327,Mixed Breed,Cream
5599,7c7a54cbe,2,2,1,3,2,2,2,2,2,1,3,0,0,6.0,41336,Domestic Medium Hair,Black
5600,fbba51f97,3,1,1,2,2,1,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
5601,0a84451ae,4,1,2,1,1,1,2,1,2,1,1,0,0,5.0,41326,Mixed Breed,Brown
5602,9981e5f29,3,1,96,2,2,2,1,1,1,1,1,0,0,2.0,41326,Shih Tzu,Cream
5603,3a4d22688,3,2,3,1,1,1,1,1,2,1,1,0,0,4.0,41401,Domestic Short Hair,"Golden, Yellow"
5604,7a2cadc09,3,1,2,2,1,1,1,3,2,1,1,0,0,3.0,41401,Mixed Breed,Brown
5605,3813bc7c5,4,1,17,2,2,1,1,1,3,1,1,100,0,1.0,41327,Mixed Breed,"Yellow, Cream"
5606,0cb5ad250,1,2,48,2,2,2,1,1,1,1,1,0,0,4.0,41326,Domestic Medium Hair,"Gray, White"
5607,63f01ff3e,1,2,18,2,2,3,1,1,2,1,1,500,0,4.0,41324,Mixed Breed,"Cream, White"
5608,f64329201,4,2,4,2,1,1,1,1,2,1,2,50,0,2.0,41326,Mixed Breed,"Black, White"
5609,992d82305,1,1,4,1,1,1,2,2,2,1,1,0,0,10.0,41401,Mixed Breed,Black
5610,4f23f9105,2,1,60,2,3,3,1,1,2,1,1,0,0,1.0,41326,Golden Retriever,Golden
5611,cf8d949f9,2,2,72,1,3,1,1,1,1,1,1,0,0,4.0,41401,Mixed Breed,Golden
5612,ab4a00203,3,2,3,2,1,1,2,2,2,1,1,0,0,5.0,41326,Domestic Short Hair,"Black, Yellow"
5613,361e79f5f,1,2,4,2,2,2,2,1,3,1,1,0,0,4.0,41326,Domestic Medium Hair,"Black, Gray"
5614,c89e5d2b1,2,1,17,1,2,1,1,1,1,1,1,0,0,7.0,41401,Mixed Breed,"Black, Brown"
5615,a97467fb6,4,1,2,2,2,1,2,2,2,1,3,0,0,5.0,41326,Mixed Breed,Black
5616,61b6e170c,3,1,24,2,2,1,3,3,3,1,1,0,0,1.0,41326,Beagle,"Black, Brown"
5617,596aedb84,3,2,89,2,2,3,1,1,2,1,1,0,0,3.0,41326,Domestic Long Hair,"Brown, White"
5618,c11df559d,4,2,12,2,2,2,3,3,3,1,1,150,0,2.0,41326,Abyssinian,"Black, Gray"
5619,c6ce1ed64,2,2,1,2,3,1,2,1,2,1,2,0,0,4.0,41326,Domestic Short Hair,Black
5620,531f9b184,0,2,3,2,1,1,2,1,2,1,1,0,0,5.0,41401,Mixed Breed,"Black, Yellow"
5621,37865f566,3,1,24,2,2,1,1,1,1,1,1,0,0,7.0,41401,Mixed Breed,"Yellow, Cream"
5622,dba9050f5,4,2,12,1,2,1,2,2,3,1,1,0,0,2.0,41401,Domestic Short Hair,Golden
5623,5fc91ab6b,2,1,3,2,2,2,1,3,2,1,1,0,0,2.0,41326,Mixed Breed,"Black, Brown"
5624,3681bfdb9,3,1,84,1,3,3,1,1,2,1,1,0,0,4.0,41401,Mixed Breed,Black
5625,8dd28c706,2,1,2,2,2,2,2,2,2,1,1,0,0,20.0,41326,Mixed Breed,Black
5626,1be1868fd,3,1,3,2,2,1,2,2,2,2,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
5627,ecd83e25d,3,1,1,2,2,1,2,1,3,1,1,0,0,1.0,41332,Mixed Breed,"Brown, White"
5628,2d0b49c8f,1,2,42,1,3,1,1,1,1,1,1,0,0,4.0,41401,Domestic Short Hair,Black
5629,dd201c041,3,1,3,3,3,2,2,1,2,1,2,0,0,6.0,41326,Mixed Breed,"Black, Brown"
5630,0157cf3a4,1,1,2,2,2,2,1,1,1,1,1,0,1,3.0,41330,Mixed Breed,"Brown, White"
5631,132346d7e,4,1,2,3,2,2,2,2,2,1,6,0,0,8.0,41401,Mixed Breed,"Brown, Golden"
5632,5b729ae6c,4,2,24,2,3,1,1,1,1,1,1,0,0,9.0,41326,Mixed Breed,"Gray, White"
5633,8b8229f52,1,2,12,1,2,2,1,1,2,1,1,0,0,3.0,41326,Domestic Medium Hair,Gray
5634,a3f6438ea,1,2,62,2,3,2,1,1,1,1,1,0,0,4.0,41401,Tonkinese,Brown
5635,afe326f34,3,1,24,2,1,3,1,1,1,1,1,250,0,2.0,41326,Mixed Breed,"Black, Brown"
5636,201aad926,3,1,2,2,2,1,2,1,2,1,1,5,0,1.0,41327,Mixed Breed,"Brown, White"
5637,33a6694b0,3,1,4,2,2,1,1,1,1,1,1,0,0,3.0,41330,Mixed Breed,Brown
5638,7196383a7,2,1,1,3,2,2,1,1,2,1,5,0,0,6.0,41326,Mixed Breed,"Black, Brown"
5639,094c2c3bf,3,1,36,1,3,2,1,1,1,1,1,200,0,2.0,41326,Mixed Breed,"Black, Gray"
5640,8e8d158cf,3,2,2,1,2,1,2,2,2,1,4,0,0,8.0,41336,Domestic Short Hair,"Black, Brown"
5641,6ad5153bb,3,1,2,1,2,1,2,2,2,1,1,0,0,3.0,41326,Mixed Breed,Brown
5642,e0f46aa3e,2,1,24,2,2,1,1,1,1,1,1,50,0,4.0,41327,Mixed Breed,"Black, Brown"
5643,9d03cf923,3,1,36,3,1,2,1,1,1,1,2,250,0,4.0,41401,Mixed Breed,"Brown, White"
5644,eea5bf906,3,2,12,2,2,1,2,2,2,1,1,0,0,1.0,41326,Domestic Short Hair,"Brown, Cream"
5645,de0a86ccf,3,1,1,2,2,1,2,1,2,1,1,0,0,6.0,41326,Mixed Breed,"Black, White"
5646,9a8cbb0c8,4,1,7,3,1,1,1,1,2,1,2,400,0,3.0,41326,Mixed Breed,"Black, Cream"
5647,0fea56eb9,4,2,9,2,2,3,1,1,2,1,1,10,0,3.0,41326,Nebelung,Black
5648,e7db9c90c,2,2,21,2,1,1,1,1,1,1,1,0,0,3.0,41326,Domestic Short Hair,Black
5649,a91761e54,4,1,4,2,2,1,1,1,1,1,1,0,0,3.0,41326,Mixed Breed,Brown
