,Unnamed: 0,PetID,AdoptionSpeed,Type,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PhotoAmt,State,Breed,Colors
4865,4865,56e91b142,4,1,3,2,2,1,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
4868,4868,aeffc6dfd,4,2,12,2,1,1,3,3,3,1,1,0,0,1.0,41327,Domestic Short Hair,"Black, Brown"
4887,4887,2fb24b53d,1,1,3,2,3,2,1,1,2,1,1,0,0,19.0,41326,Mixed Breed,"Black, Golden"
4916,4916,90ce48a71,2,2,2,1,2,1,1,2,2,1,1,100,0,3.0,41401,Mixed Breed,"Gray, White"
4925,4925,752b2d9c5,1,1,12,2,1,2,1,1,1,1,1,0,0,4.0,41401,English Cocker Spaniel,"Brown, Golden"
4929,4929,4bd8b2b8d,4,2,11,1,2,1,2,2,2,1,1,50,0,2.0,41326,Domestic Long Hair,"Black, White"
4946,4946,9fc14401a,3,2,6,2,1,1,1,1,1,1,1,30,0,1.0,41401,Domestic Short Hair,"Black, Brown"
4957,4957,0ef640aaf,4,1,4,2,2,1,1,1,2,1,3,0,0,2.0,41401,Mixed Breed,"Black, Brown"
4980,4980,767be5091,1,2,2,1,2,1,2,1,1,1,1,0,0,4.0,41326,Domestic Short Hair,"Brown, Golden"
5001,5001,8106b5f6f,3,1,72,1,2,1,1,3,2,1,1,0,0,1.0,41327,Mixed Breed,Cream
5028,5028,2cd806c03,3,1,1,2,2,1,2,3,3,1,1,0,0,1.0,41326,Mixed Breed,"Black, White"
5033,5033,fed21411c,4,1,24,2,3,2,1,2,1,1,1,0,0,3.0,41336,Mixed Breed,Brown
5067,5067,f618c35b8,4,1,120,1,2,1,1,1,1,1,1,0,0,1.0,41401,Miniature Pinscher,"Black, Brown"
5074,5074,abadb839a,4,1,24,2,2,1,1,1,1,1,5,0,0,1.0,41326,Mixed Breed,"Brown, White"
5077,5077,e899d33d5,1,1,1,2,2,2,2,2,2,1,1,0,0,2.0,41326,Mixed Breed,Cream
5078,5078,0497c5ed8,4,2,12,1,2,2,3,3,2,2,1,0,0,3.0,41401,Domestic Short Hair,Black
5084,5084,8a3bb842e,3,1,1,1,2,1,3,3,2,1,1,0,0,2.0,41326,Mixed Breed,"Black, Brown"
5100,5100,6d87736bc,1,2,6,2,1,2,2,2,2,1,1,0,0,3.0,41401,Mixed Breed,"Black, Brown"
5105,5105,9115f86cb,4,2,4,3,1,1,2,2,2,1,3,0,0,1.0,41401,Domestic Short Hair,"Black, Gray"
5151,5151,d3a4afef1,1,1,2,1,2,2,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, White"
5158,5158,89bd573e1,2,2,2,1,1,1,2,2,2,1,1,0,0,1.0,41401,Domestic Short Hair,"Black, Brown"
5172,5172,ebf5e5e77,4,2,36,1,3,3,2,2,1,1,1,0,0,5.0,41401,Domestic Long Hair,"Black, White"
5186,5186,41a7d5bc2,3,2,3,3,2,2,2,2,2,1,3,0,0,4.0,41401,Domestic Medium Hair,Black
5193,5193,ac3a5c473,1,1,36,2,3,2,1,1,1,1,1,0,0,5.0,41401,German Shepherd Dog,"Black, Brown"
5196,5196,83f13202e,4,2,9,2,2,2,1,1,1,1,1,0,0,1.0,41326,Domestic Short Hair,Black
5204,5204,ec4849051,4,1,12,1,2,1,3,3,3,1,1,0,0,1.0,41401,Mixed Breed,Yellow
5234,5234,d3e488484,2,1,1,1,2,1,3,1,2,1,1,0,0,2.0,41326,Mixed Breed,"Black, Brown"
5237,5237,6c6a5b5ac,2,2,4,1,2,1,1,1,2,1,1,0,0,6.0,41326,Domestic Short Hair,Black
5261,5261,143a52d8b,4,1,3,2,2,2,2,2,2,1,1,0,0,3.0,41401,Mixed Breed,"Black, Brown"
5263,5263,f336dbe0f,4,2,12,1,2,1,1,1,1,1,1,0,0,1.0,41401,Domestic Short Hair,Yellow
5287,5287,7cbe52a0f,1,1,6,2,2,1,1,1,1,1,2,0,0,2.0,41401,Mixed Breed,"Brown, Cream"
5299,5299,6d2c3b550,2,2,2,2,2,1,1,1,2,1,1,30,0,1.0,41326,Domestic Short Hair,White
5300,5300,2edd45e56,2,1,2,3,2,1,2,2,2,1,3,0,0,5.0,41326,Mixed Breed,"Black, Brown"
5302,5302,7f6779706,2,2,1,3,1,1,2,2,2,2,2,0,0,2.0,41336,Domestic Short Hair,"Black, Golden"
5304,5304,ef70f3263,4,2,5,3,2,1,2,3,3,1,2,0,0,4.0,41327,Mixed Breed,White
5308,5308,78332e36f,4,1,2,2,2,2,2,2,1,1,1,0,0,5.0,41326,Mixed Breed,"Black, Brown"
5309,5309,fdc472b2e,1,2,1,3,2,2,2,2,1,2,2,0,0,3.0,41326,Domestic Short Hair,"Black, White"
5310,5310,a3eb4fe4d,4,1,6,2,3,2,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,Black
5347,5347,59c3497c1,4,2,8,2,2,1,3,1,3,1,1,0,0,1.0,41326,Tabby,"Brown, Cream"
5350,5350,8a420e638,4,1,2,2,1,1,3,3,3,1,3,0,0,1.0,41326,Mixed Breed,"Black, White"
5370,5370,d56553e2d,4,2,4,2,1,1,2,2,2,1,3,0,0,2.0,41326,Mixed Breed,"Brown, Gray"
5389,5389,81ecf4cda,1,2,2,2,2,2,2,2,2,1,1,80,0,5.0,41326,Mixed Breed,Cream
5400,5400,3890935ed,2,1,3,2,2,2,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
5421,5421,92ee6241d,3,1,1,3,2,1,2,2,2,1,9,0,0,8.0,41326,Mixed Breed,"Brown, Cream"
5447,5447,09cc3f346,1,2,20,1,2,2,1,1,1,1,1,0,0,4.0,41326,Domestic Medium Hair,"Gray, White"
5463,5463,9a96189d5,3,2,2,1,2,2,2,2,2,1,1,0,0,3.0,41326,Domestic Short Hair,"Yellow, White"
5468,5468,9296eb09d,2,1,1,1,1,1,2,2,3,1,1,0,0,2.0,41326,Mixed Breed,"Black, Brown"
5475,5475,cca005e96,3,2,3,3,1,2,2,2,2,1,5,0,0,1.0,41401,Mixed Breed,"Cream, Gray"
5496,5496,7a7153881,3,1,2,1,1,1,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
5497,5497,e0ec9b89c,2,2,2,3,1,1,2,2,2,1,2,0,0,1.0,41332,Mixed Breed,White
5504,5504,1d6149d17,4,1,4,2,2,2,1,1,2,1,1,150,0,1.0,41326,Mixed Breed,"Black, Brown"
5522,5522,eda8eecc6,3,1,12,1,2,1,3,3,1,1,2,0,0,20.0,41326,Mixed Breed,"Brown, Cream"
5545,5545,4f7fc967a,4,1,12,2,3,1,3,3,3,1,1,0,0,3.0,41401,Mixed Breed,White
5555,5555,c397b09d8,4,2,8,2,2,1,1,1,1,1,1,10,0,2.0,41327,Domestic Short Hair,Black
5584,5584,0a140a67e,3,1,3,2,2,2,1,1,2,1,1,0,0,3.0,41326,Mixed Breed,"Black, Brown"
5618,5618,c11df559d,4,2,12,2,2,2,3,3,3,1,1,150,0,2.0,41326,Abyssinian,"Black, Gray"
5620,5620,531f9b184,0,2,3,2,1,1,2,1,2,1,1,0,0,5.0,41401,Mixed Breed,"Black, Yellow"
5627,5627,ecd83e25d,3,1,1,2,2,1,2,1,3,1,1,0,0,1.0,41332,Mixed Breed,"Brown, White"
5631,5631,132346d7e,4,1,2,3,2,2,2,2,2,1,6,0,0,8.0,41401,Mixed Breed,"Brown, Golden"
5647,5647,0fea56eb9,4,2,9,2,2,3,1,1,2,1,1,10,0,3.0,41326,Nebelung,Black
5649,5649,a91761e54,4,1,4,2,2,1,1,1,1,1,1,0,0,3.0,41326,Mixed Breed,Brown
5651,5651,fa97a865d,1,2,60,1,2,2,1,1,1,1,1,0,0,1.0,41327,Domestic Short Hair,Yellow
5662,5662,6c121d784,1,1,36,1,2,1,1,1,2,1,1,0,0,1.0,41401,Labrador Retriever,Cream
5663,5663,af1c2888d,2,2,1,2,1,2,2,2,2,1,1,0,0,2.0,41401,Domestic Medium Hair,White
5668,5668,a9fb31e59,2,1,2,3,2,1,2,1,2,1,3,0,0,4.0,41401,Mixed Breed,"Black, Brown"
5688,5688,1b871dbaa,4,1,10,3,2,2,3,3,3,2,5,0,0,1.0,41326,Mixed Breed,"Black, Brown"
5703,5703,14bff008a,2,2,2,1,2,1,2,2,2,1,1,0,0,1.0,41325,Mixed Breed,"Black, White"
5712,5712,bed0c276d,2,2,15,2,2,1,2,2,2,1,1,0,0,2.0,41336,Domestic Short Hair,"Black, Brown"
5721,5721,4effbea00,3,1,24,1,2,2,1,1,2,1,1,100,0,2.0,41336,Mixed Breed,"Black, Brown"
5728,5728,8c76e6356,3,2,12,3,3,3,2,2,2,1,3,0,0,1.0,41401,Domestic Long Hair,"Black, White"
5733,5733,355cc5db7,4,2,6,2,2,1,2,2,2,1,1,0,0,1.0,41326,Domestic Short Hair,"Black, Yellow"
5734,5734,ef50eab33,3,2,1,3,1,1,3,3,2,1,2,0,1,4.0,41326,Domestic Short Hair,"Black, White"
5746,5746,02af3813e,4,1,24,1,2,1,3,3,3,1,1,0,0,2.0,41401,Mixed Breed,"Brown, White"
5753,5753,cda71c00a,2,1,84,2,2,2,1,1,1,1,1,0,0,7.0,41326,Mixed Breed,White
5754,5754,355e8bc38,3,1,2,2,2,2,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,Yellow
5758,5758,acde4eb5b,0,2,2,1,2,2,1,1,2,1,1,0,0,2.0,41326,Domestic Short Hair,"Brown, White"
5759,5759,344b9632c,2,2,5,2,2,1,2,2,2,1,3,0,0,1.0,41401,Domestic Short Hair,"Black, Brown"
5768,5768,4ffa77f1c,1,2,24,2,2,3,1,1,1,1,1,150,0,1.0,41336,Domestic Long Hair,Brown
5785,5785,a804fded8,4,1,3,2,2,1,1,1,3,1,1,100,0,2.0,41327,Mixed Breed,"Black, Cream"
5798,5798,3c59aa98d,3,2,9,1,2,2,1,1,1,1,1,0,0,2.0,41326,Domestic Short Hair,"Black, Cream"
5802,5802,888116751,1,2,15,1,3,2,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,"Brown, Cream"
5810,5810,588ac0ef1,0,2,4,2,1,1,2,2,2,1,1,0,0,2.0,41401,Siamese,"Brown, White"
5817,5817,36ed4f417,3,2,8,2,2,1,1,1,1,1,1,0,0,1.0,41326,Domestic Short Hair,Brown
5830,5830,ab519bf92,4,1,3,1,2,2,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,Golden
5853,5853,e08649ba2,4,1,4,2,2,1,1,1,3,1,1,0,0,2.0,41327,Mixed Breed,Black
5859,5859,6efbd2584,4,2,12,3,2,1,3,3,3,1,2,0,0,2.0,41401,Domestic Short Hair,"Black, Brown"
5868,5868,32141c266,1,2,2,1,2,2,1,1,2,1,1,0,0,2.0,41326,Domestic Short Hair,Brown
5876,5876,624fadbd4,3,1,2,1,2,2,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Brown, White"
5896,5896,166650836,3,1,2,2,2,1,1,2,2,1,1,0,0,1.0,41326,Mixed Breed,Black
5926,5926,222a3f408,1,2,1,2,2,2,2,2,2,1,1,0,0,4.0,41326,Domestic Medium Hair,"Black, Gray"
5930,5930,21847129b,3,1,3,2,1,2,1,1,2,1,1,0,0,1.0,41401,Mixed Breed,Black
5941,5941,5183f369d,4,2,7,2,2,2,2,2,2,1,1,0,0,1.0,41326,Tabby,"Black, Yellow"
5961,5961,2d79d25fa,2,1,36,1,2,1,1,1,3,1,1,0,0,2.0,41401,Shih Tzu,Black
5962,5962,3ff4a6c99,2,2,36,2,1,1,2,1,1,2,1,0,0,2.0,41401,Mixed Breed,"Yellow, White"
5963,5963,11cc5a797,4,2,2,2,1,1,2,2,2,1,1,0,0,4.0,41326,Mixed Breed,"Brown, Gray"
5981,5981,d1f444e66,3,2,12,1,2,2,1,1,2,1,1,350,0,4.0,41326,Bengal,Brown
5987,5987,cc607ef5c,4,1,36,1,2,1,1,1,3,1,1,0,0,8.0,41401,Mixed Breed,"Black, Brown"
5989,5989,f29cacb97,1,1,1,3,2,2,2,2,2,1,6,0,0,1.0,41326,Mixed Breed,"Black, Brown"
6013,6013,bb19c3013,4,1,72,1,2,1,1,1,3,1,1,0,0,1.0,41401,Mixed Breed,Brown
6017,6017,9514ed3eb,3,2,2,2,1,1,2,2,2,1,1,50,0,4.0,41326,Domestic Short Hair,"Gray, White"
6018,6018,0b2e2526c,1,2,3,2,2,2,1,1,2,1,1,0,0,2.0,41401,Mixed Breed,"Black, White"
6040,6040,ffb3a78e1,2,1,2,2,3,1,2,1,2,1,1,0,0,1.0,41327,Mixed Breed,Brown
6052,6052,578880eb3,3,1,3,3,2,1,2,2,2,1,3,0,0,12.0,41326,Mixed Breed,"Black, Brown"
6077,6077,08428917f,2,2,2,1,2,3,2,1,2,1,1,600,0,5.0,41326,Persian,"Black, White"
6079,6079,0118db3a8,4,1,6,2,1,1,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,Brown
6098,6098,a4ebfdf22,1,2,1,1,2,2,2,2,2,1,1,0,0,5.0,41326,Mixed Breed,"Yellow, White"
6107,6107,ee3b21a9a,1,1,2,1,2,1,1,1,2,1,1,0,0,3.0,41326,Mixed Breed,Brown
6108,6108,edb8ace3a,1,2,2,2,2,1,2,2,2,1,1,0,0,2.0,41326,Domestic Medium Hair,"Brown, White"
6117,6117,953416879,3,1,3,3,1,1,1,1,2,1,2,0,0,6.0,41326,Mixed Breed,Black
6143,6143,9a21528ec,0,2,2,3,2,1,1,1,2,1,3,0,0,3.0,41326,Domestic Short Hair,"Gray, White"
6154,6154,bdf4a9ed9,2,2,4,2,2,2,2,1,2,1,1,0,0,2.0,41326,Mixed Breed,Black
6168,6168,eb9b9400e,3,1,4,2,2,2,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,"Black, Yellow"
6181,6181,9466aa6bc,3,2,6,2,2,1,2,2,2,1,1,0,0,1.0,41326,Domestic Short Hair,"Brown, Gray"
6185,6185,2b82af067,4,1,2,3,2,1,2,1,2,1,5,0,0,5.0,41326,Mixed Breed,"Black, Brown"
6193,6193,40b31be60,2,1,2,1,2,2,2,1,2,1,1,0,0,4.0,41326,Mixed Breed,Brown
6194,6194,230d5d85c,3,1,15,2,1,2,1,1,1,1,1,0,0,2.0,41326,Maltese,White
6207,6207,95183dc31,2,2,0,1,2,1,2,2,2,1,1,0,0,3.0,41326,Domestic Short Hair,"Black, Gray"
6223,6223,08d17d82a,4,1,72,1,3,1,1,1,1,1,1,0,0,5.0,41401,Mixed Breed,"Black, Brown"
6226,6226,cb0e74ef1,1,1,0,2,1,1,2,2,2,2,1,0,0,2.0,41401,Akita,"Black, Brown"
6228,6228,3e0d923df,4,1,12,1,1,1,3,3,1,1,1,0,0,2.0,41401,Mixed Breed,"Black, White"
6240,6240,c40b30ff3,4,1,1,1,2,2,3,3,3,1,1,0,0,1.0,41324,Mixed Breed,Brown
6247,6247,4212729be,2,1,12,2,1,1,1,1,1,1,1,0,0,3.0,41326,Mixed Breed,Cream
6251,6251,5edf4d9bb,3,1,17,2,1,2,3,1,1,1,1,0,0,4.0,41326,Schnauzer,Gray
6255,6255,be38039cc,3,1,10,1,2,1,1,1,2,1,1,0,0,13.0,41401,Mixed Breed,Brown
6257,6257,16a71f0de,1,1,2,1,2,2,2,2,2,1,2,0,0,4.0,41326,Mixed Breed,"Brown, White"
6265,6265,46cf6356e,2,2,5,1,2,1,2,1,2,1,1,0,0,1.0,41326,Domestic Short Hair,White
6271,6271,d24b8cde0,2,2,6,2,2,1,2,2,2,1,1,50,0,4.0,41326,Tabby,Gray
6272,6272,d41649df9,1,2,2,2,2,2,2,2,2,1,1,100,0,2.0,41326,Tabby,"Brown, Cream"
6273,6273,4efe77aa0,1,1,4,1,2,2,1,1,2,1,1,0,0,2.0,41326,Mixed Breed,"Cream, White"
6275,6275,d7454afee,4,1,4,2,2,1,2,2,2,1,1,0,0,1.0,41327,Mixed Breed,Black
6284,6284,4ea44a5b0,4,2,10,2,2,1,2,2,2,1,1,0,0,1.0,41326,Domestic Short Hair,Black
6293,6293,4ed2fba3e,2,1,3,1,2,2,2,1,2,1,2,0,0,3.0,41325,Mixed Breed,"Black, Brown"
6317,6317,8e881542f,4,1,1,3,2,2,2,2,2,1,3,0,0,1.0,41401,Mixed Breed,"Black, Brown"
6328,6328,fc3fbbb99,4,2,12,2,1,1,1,1,1,1,1,100,0,3.0,41401,Domestic Short Hair,Black
6339,6339,d4dd82200,3,1,3,1,2,1,2,1,3,1,3,0,0,3.0,41326,Mixed Breed,"Black, Brown"
6344,6344,0ce866a04,3,2,24,2,2,1,2,1,1,1,1,50,0,2.0,41401,Domestic Short Hair,"Black, Cream"
6348,6348,1c9e913d7,1,2,2,1,1,1,2,2,2,1,1,0,0,5.0,41326,Mixed Breed,Brown
6364,6364,7d6cd8ac7,2,2,5,1,2,1,2,1,2,1,1,0,0,1.0,41401,Domestic Short Hair,"Black, White"
6370,6370,0935ab38b,4,1,48,1,1,2,1,1,3,2,1,100,0,1.0,41327,Maltese,White
6372,6372,796cc971d,4,1,9,2,3,1,1,1,1,1,1,200,0,3.0,41326,Mixed Breed,"Black, Brown"
6392,6392,611045510,2,1,5,1,2,1,1,1,1,1,1,0,0,5.0,41326,Mixed Breed,Brown
6403,6403,a31b05e99,2,1,7,2,2,2,1,1,1,1,1,0,0,3.0,41326,Mixed Breed,Black
6421,6421,aa943b9a0,1,1,3,1,2,1,2,1,2,1,1,0,0,4.0,41326,Mixed Breed,Black
6454,6454,04ea19d2b,1,2,0,1,2,1,2,1,2,1,1,0,0,5.0,41401,Domestic Short Hair,"Black, White"
6459,6459,f6e07783c,3,1,48,2,1,2,3,1,1,1,1,300,0,3.0,41326,Mixed Breed,Brown
6465,6465,a19305a1a,2,1,4,1,1,2,1,1,3,1,1,200,0,4.0,41326,Poodle,Brown
6466,6466,133c0e6b9,1,1,3,1,2,1,2,2,2,1,1,0,0,2.0,41326,Mixed Breed,Black
6471,6471,682cbe0f9,4,1,24,1,2,1,2,2,2,2,1,0,0,3.0,41326,Mixed Breed,"Black, White"
6491,6491,158bc6f24,0,1,2,2,2,1,2,1,2,1,1,0,0,5.0,41401,Mixed Breed,"Brown, White"
6499,6499,3e82e76cb,3,1,54,2,2,2,1,2,2,1,1,0,0,2.0,41324,Mixed Breed,Black
6500,6500,1633b105b,2,1,3,1,1,1,1,1,2,1,1,50,0,1.0,41326,Mixed Breed,"Black, White"
6501,6501,df2d9957f,2,1,24,1,3,3,1,1,1,1,1,0,0,2.0,41326,Golden Retriever,Golden
6505,6505,a08030c6f,4,1,8,1,2,1,2,2,2,1,1,0,0,2.0,41326,Mixed Breed,"Black, Brown"
6513,6513,dd0b58409,2,1,1,1,2,2,1,3,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
6519,6519,bc4ba2449,2,1,2,1,2,1,3,3,2,1,1,0,0,2.0,41326,Mixed Breed,"Black, White"
6520,6520,704502836,2,1,1,1,2,2,2,1,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
6536,6536,6db8c5110,4,1,12,1,2,1,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,"Brown, White"
6543,6543,79abb5387,3,2,5,1,2,2,2,2,2,1,1,0,0,3.0,41326,Domestic Medium Hair,"Black, Brown"
6548,6548,5dbb2fd0b,3,2,3,3,2,1,2,2,2,1,2,0,0,1.0,41401,Domestic Short Hair,"Black, Yellow"
6552,6552,0a5be413e,3,1,2,2,2,2,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,White
6571,6571,15721ae3c,1,2,2,1,1,1,2,2,2,1,1,0,0,5.0,41326,Domestic Short Hair,"Brown, Golden"
6586,6586,d1f01fc04,1,1,2,1,2,2,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,Cream
6597,6597,ad6387a7e,3,2,2,1,2,1,1,1,2,1,1,150,0,4.0,41336,Domestic Short Hair,"Black, White"
6603,6603,69ba8d92e,3,1,10,2,1,1,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,"Black, Yellow"
6613,6613,d0eb1073d,4,1,12,1,2,2,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
6621,6621,951d3ae42,4,1,4,1,2,1,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
6622,6622,9a965c1f0,2,1,1,2,2,2,2,2,2,1,1,20,0,1.0,41327,Mixed Breed,"Yellow, White"
6624,6624,dd3c902ae,2,1,9,2,2,2,1,1,1,1,1,0,1,3.0,41330,Mixed Breed,"Black, Brown"
6633,6633,da840f8d4,1,1,2,2,2,1,2,2,2,1,2,0,0,4.0,41327,Mixed Breed,"Black, Brown"
6649,6649,3e13d34d6,2,1,1,1,2,1,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
6662,6662,0850d4334,4,1,12,2,2,1,1,1,3,1,1,0,0,2.0,41401,Mixed Breed,Brown
6671,6671,a12bb119e,2,1,2,1,2,2,1,1,2,1,1,0,0,4.0,41401,Mixed Breed,Brown
6707,6707,5dbd7f61b,2,1,2,2,2,1,3,3,2,1,1,0,0,1.0,41326,Mixed Breed,"Black, Brown"
6711,6711,0c752844d,2,1,2,1,2,1,2,2,2,1,1,0,0,5.0,41326,Mixed Breed,"Black, Brown"
6724,6724,d8fc9bc28,2,2,3,2,2,1,1,1,2,1,1,0,1,8.0,41326,Domestic Short Hair,"Brown, Gray"
6733,6733,dcc0d8482,3,1,2,1,2,1,1,1,2,1,1,0,0,3.0,41401,Mixed Breed,Cream
6742,6742,647fe8d68,4,2,9,2,2,3,1,1,2,1,1,500,0,5.0,41326,Nebelung,Black
6747,6747,88876f4d5,4,2,2,3,1,2,2,2,2,1,2,0,0,2.0,41326,Mixed Breed,"Black, Gray"
6751,6751,b56e6500a,4,2,3,1,1,2,3,3,3,1,1,200,0,4.0,41401,Mixed Breed,"Yellow, White"
6767,6767,adb33dd61,1,2,3,1,1,1,1,1,2,1,1,0,0,1.0,41401,Domestic Short Hair,"Cream, White"
6789,6789,aeb17dd99,1,2,2,3,1,3,2,3,2,1,3,0,0,3.0,41326,Mixed Breed,"Black, Brown"
6792,6792,6bb720300,1,2,3,3,1,1,2,2,2,1,2,0,0,2.0,41401,American Shorthair,"Gray, White"
6795,6795,945346188,3,1,12,2,1,2,1,1,2,1,1,80,0,4.0,41326,Mixed Breed,Brown
6799,6799,2de05ee7d,2,1,1,3,2,1,2,2,3,1,5,0,1,1.0,41326,Mixed Breed,"Black, Yellow"
6800,6800,1082982dc,4,1,2,3,2,1,2,1,2,1,2,0,0,2.0,41327,Mixed Breed,"Black, Yellow"
6814,6814,938bcb826,1,1,2,1,2,2,2,1,2,1,1,0,0,3.0,41327,Mixed Breed,Cream
6839,6839,955e7c5cf,4,1,36,1,2,2,1,1,2,1,1,0,0,1.0,41401,Mixed Breed,"Black, Brown"
6840,6840,6e14e0fa4,4,1,2,2,2,2,2,1,2,1,3,0,0,3.0,41326,Mixed Breed,"Black, Brown"
6861,6861,8aa432e1d,1,1,9,1,3,2,1,1,2,1,1,0,0,7.0,41326,Mixed Breed,Black
6864,6864,36edc334e,2,2,1,1,2,1,2,2,2,1,1,0,1,7.0,41326,Domestic Short Hair,"Black, Gray"
6880,6880,2034bc734,2,2,24,3,1,2,2,2,2,1,6,0,0,5.0,41401,Domestic Medium Hair,"Black, Brown"
6916,6916,edeab1cc8,3,2,8,2,2,1,2,2,1,1,1,0,0,6.0,41326,Mixed Breed,"Black, Brown"
6919,6919,f91ffd577,4,1,30,2,2,1,1,1,1,1,1,80,0,1.0,41326,Mixed Breed,"Black, White"
6922,6922,9223ca4fa,1,1,1,2,2,2,2,1,2,1,1,0,0,4.0,41326,Mixed Breed,"Brown, Cream"
6924,6924,ad5021d77,2,2,1,1,1,2,2,2,2,1,1,0,0,4.0,41401,Domestic Medium Hair,"Black, White"
6935,6935,3002577b8,0,2,2,2,1,2,2,2,1,1,1,0,0,1.0,41326,Mixed Breed,Gray
6979,6979,fda1395ab,3,2,6,2,2,1,3,3,3,1,1,0,0,3.0,41401,Mixed Breed,"Gray, White"
6988,6988,f66357936,3,1,1,2,2,1,2,1,2,1,1,0,0,1.0,41326,Mixed Breed,Brown
6989,6989,8ab591301,4,1,15,2,2,1,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,"Black, White"
7002,7002,e976f3d3a,2,1,3,1,2,1,2,2,2,1,1,10,0,1.0,41325,Mixed Breed,"Black, White"
7014,7014,7efd5522d,1,2,1,3,1,2,2,2,2,1,2,0,0,2.0,41336,Mixed Breed,"Black, White"
7030,7030,e989ad83f,2,2,6,2,1,1,1,1,1,1,1,0,0,4.0,41401,Domestic Short Hair,"Black, Gray"
7036,7036,6d18707ee,3,1,12,1,2,2,1,1,1,1,1,0,0,10.0,41326,Mixed Breed,"Brown, White"
7053,7053,6c2fa49e8,1,1,4,2,2,1,1,1,2,1,1,0,0,1.0,41326,Mixed Breed,"Brown, White"
7057,7057,5e17c1fde,1,2,4,2,2,2,2,2,2,1,1,0,0,2.0,41401,Domestic Medium Hair,"Black, Golden"
7060,7060,752c4af59,2,2,4,2,2,1,1,1,1,1,1,0,0,1.0,41326,Domestic Short Hair,"Cream, White"
7062,7062,d4c6c89ab,3,1,2,1,2,1,2,2,2,1,1,20,0,1.0,41327,Mixed Breed,White
7087,7087,7f6cdf26b,0,1,3,1,2,1,1,1,2,1,1,0,0,1.0,41336,Mixed Breed,Brown
7092,7092,52d65015d,2,1,1,2,2,1,2,2,2,1,1,20,0,1.0,41327,Mixed Breed,"Black, White"
7094,7094,97f8880f9,4,2,24,3,2,2,2,2,3,1,20,100,0,1.0,41326,Mixed Breed,"Black, Cream"
7099,7099,5ff1a0cae,2,1,5,1,1,3,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,"Golden, White"
7104,7104,b6c159277,1,2,4,1,2,1,2,1,2,1,1,150,0,3.0,41326,Domestic Short Hair,"Brown, White"
7131,7131,08f038689,1,1,2,2,2,2,2,2,2,1,1,0,0,1.0,41326,Mixed Breed,Black
7137,7137,1945c0690,4,1,1,2,2,1,3,1,2,1,1,0,0,3.0,41326,Mixed Breed,"Black, White"
7142,7142,b56b73e4c,4,1,24,2,2,1,1,1,1,1,1,0,0,3.0,41401,Mixed Breed,"Brown, Golden"
7146,7146,ae0535c8c,2,2,3,1,2,1,2,1,2,1,1,0,0,5.0,41326,Domestic Short Hair,"Black, Gray"
7154,7154,9dd3b3bce,4,1,12,2,2,1,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,"Black, White"
7166,7166,25765058c,4,1,120,1,3,3,3,3,3,2,1,0,0,4.0,41326,Mixed Breed,"Black, Brown"
7173,7173,9c26f0fed,0,2,2,2,1,2,2,1,2,1,2,0,0,4.0,41326,Mixed Breed,"Black, Brown"
7177,7177,581ce1910,2,2,1,3,1,3,2,2,2,1,2,0,0,1.0,41336,Mixed Breed,"Black, Brown"
7192,7192,3604fc814,2,2,1,1,2,1,1,1,2,1,2,0,0,1.0,41326,Domestic Short Hair,Gray
7212,7212,f32a2c20a,1,2,17,1,3,2,1,1,1,1,1,200,0,3.0,41332,Domestic Medium Hair,"Black, Brown"
7230,7230,51c04983b,3,1,0,2,2,2,1,1,2,1,1,0,0,2.0,41401,Mixed Breed,"Black, White"
7243,7243,57b57989d,4,1,4,1,2,1,1,1,1,1,1,0,0,1.0,41326,Mixed Breed,Brown
7245,7245,6945dbebb,2,2,2,1,1,1,2,2,2,1,1,0,1,6.0,41326,Domestic Short Hair,"Black, Yellow"
7249,7249,8c7949266,2,2,1,3,2,1,2,2,2,1,2,0,0,5.0,41330,Domestic Short Hair,"Black, Yellow"
